id,text,clean_text,predicted_emotion,sarkasme_leksikon,sarkasme_proksi_jijik
2.05455141268878e+18,"OVERWATCH x FORTNITE

- 4 Skins, Nuevas Armas y Hitos.
- Misiones y Recompensas Gratis.
- NPC de Overwatch en Battle Royale.
- Porsche Cayenne SUV de Overwatch.
- Skins disponibles tras el tiempo de inactividad de mañana. 

Usa el código PCPY ❤️

#Fortnite https://t.co/Nwbg2YMCp6",overwatch x fortnite skins nuevas armas y hitos misiones y recompensas gratis npc de overwatch en battle royale porsche cayenne suv de overwatch skins disponibles tras el tiempo de inactividad de maana usa el cdigo pcpy,Netral,False,False
2.05456046186605e+18,"BR Ofertas todos os dias 🇧🇷

Eleve seu setup 🖱️✨🖤

Acesse: https://t.co/MHEbI38HRd

Por R$ 37,90
Frete Grátis

Couse MousePad Desk Pad Couro Ecológico 70x30cm Preto Premium

Amazon | Mouse Pad https://t.co/zp6KwKbjrB",br ofertas todos os dias eleve seu setup acesse por r frete grtis couse mousepad desk pad couro ecolgico xcm preto premium amazon mouse pad,Jijik,False,True
2.05455884067946e+18,"BR Ofertas todos os dias 🇧🇷

💥 R$ 103,44 abaixo da média!
📉 Menor preço dos últimos dias!

⏳ Aproveita antes que acabe!

Acesse: https://t.co/lPwJMDlLoO

AMD Ryzen 5 8500G Processador 3.5GHz 5.0GHz Turbo 22MB Cache AM5 100-100000931BOX

Por R$ 709,99
Frete Grátis

Amazon | Processador",br ofertas todos os dias r abaixo da mdia menor preo dos ltimos dias aproveita antes que acabe acesse amd ryzen g processador ghz ghz turbo mb cache am box por r frete grtis amazon processador,Netral,False,False
2.05455866832299e+18,"BR Ofertas todos os dias 🇧🇷

🔥 R$ 126,44 abaixo da média!
📉 No menor preço recente

⏳ Se deixar acabar, já era!

Link: https://t.co/ATpVOTzPK3

Por R$ 809,99
Frete Grátis

Headset Gamer Sem Fio Logitech G733 7.1 Dolby Surround Blue VO!CE RGB LIGHTSYNC Preto

Amazon | Headset https://t.co/YeaweBdarL",br ofertas todos os dias r abaixo da mdia no menor preo recente se deixar acabar j era link por r frete grtis headset gamer sem fio logitech g dolby surround blue voce rgb lightsync preto amazon headset,Jijik,False,True
2.0545547557297e+18,"🎉💥 ¡PRODUCTO ESTRELLA! 🎉❗️
Robot Aspirador Roborock Saros 20 Sonic

❌ PVP: 1.549 €
✅ Precio OFERTA: 1.348 €
📦 Envío GRATIS

👉 https://t.co/jGbVLDpxHy

🤑⭐️ Más ofertas en https://t.co/zOSsJh4iXE 🚨💰 https://t.co/iKwugg2zwt",producto estrella robot aspirador roborock saros sonic pvp precio oferta envo gratis ms ofertas en,Jijik,False,True
2.05455884143868e+18,"Promoções BR do dia 🇧🇷

Complete seu álbum! ⚽🏆📘

👉 https://t.co/fSUEKFrZWn

FIFA Álbum de Figurinhas Capa Dura Copa do Mundo 2026

Por R$  74,90
Frete Grátis

Álbum | Amazon https://t.co/DXBwLnVqdx",promoes br do dia complete seu lbum fifa lbum de figurinhas capa dura copa do mundo por r frete grtis lbum amazon,Marah,False,False
2.05455440598314e+18,"🚨🇪🇸CUOTAZA 91 HOY CON EL ALAVÉS - BARCELONA. Está asegurada, os lo digo de verdad merece la pena familia. Paso lista de los interesados👇🏻 https://t.co/m6nNSEDfCR",cuotaza hoy con el alavs barcelona est asegurada os lo digo de verdad merece la pena familia paso lista de los interesados,Netral,False,False
2.05455942244627e+18,"Promoções BR do dia 🇧🇷

Refresque seu ambiente com estilo ❄️🌈 Aproveite já!

Comprar agora: https://t.co/hZNO8o7utS

Por R$ 2.302,20
Frete Grátis

Electrolux Ar-condicionado Color Adapt 18000 BTUs Frio UE18F

Amazon | Ar-Condicionado https://t.co/dn7e7fxxDI",promoes br do dia refresque seu ambiente com estilo aproveite j comprar agora por r frete grtis electrolux arcondicionado color adapt btus frio uef amazon arcondicionado,Netral,False,False
2.05455968682578e+18,"Promoções BR do dia 🇧🇷

Corra mais longe e monitore seu ritmo! 🏃‍♂️⌚️📍

Ver aqui: https://t.co/86YQ97JJnf

Cupom: COMPRE15

Por R$ 1.469,65
em até 10x sem juros
Frete Grátis

Garmin Relógio Forerunner 55 com GPS e Monitor Cardíaco 42mm Preto | Cupom

Amazon | Smartwatch https://t.co/4b0Com1zgt",promoes br do dia corra mais longe e monitore seu ritmo ver aqui cupom compre por r em at x sem juros frete grtis garmin relgio forerunner com gps e monitor cardaco mm preto cupom amazon smartwatch,Netral,False,False
2.05456040095219e+18,"Promoções BR do dia 🇧🇷

Descubra o futuro no seu pulso ⌚🚀✨

Abrir: https://t.co/ojS1KXzZdu

Por R$ 1.719,10
Frete Grátis

Samsung Galaxy Watch8 Smartwatch 44mm Bluetooth AI Grafite

Amazon | Smartwatch https://t.co/96PMduJY9F",promoes br do dia descubra o futuro no seu pulso abrir por r frete grtis samsung galaxy watch smartwatch mm bluetooth ai grafite amazon smartwatch,Jijik,False,True
2.05455896731811e+18,"Promoções BR do dia 🇧🇷

Eleve seu setup 🖱️✨🖤

Ver aqui: https://t.co/8dIzQBiFqm

Por R$ 37,90
Frete Grátis

Couse MousePad Desk Pad Couro Ecológico 70x30cm Preto Premium

Amazon | Mouse Pad https://t.co/acPWYeeI8S",promoes br do dia eleve seu setup ver aqui por r frete grtis couse mousepad desk pad couro ecolgico xcm preto premium amazon mouse pad,Jijik,False,True
2.05455984867558e+18,"🚨 PROCESSA MAIS Q ESTUDANTE DE DIREITO
📢 Processador AMD Ryzen 5 8600G Box (AM5/6 Cores/12 Threads/5.0GHz/22MB Cache/Wraith Stealth/Radeon 760M/AMD Ryzen AI) + Frete Grátis 
👉 https://t.co/G1Njz6O08U
🔥 Por R$809,98 No Pix
🤏🏽 Ou até 10x de R$95,32 SEM JUROS 
(Vendido e Entregue pela Amazon)

💡Outras opções de produtos em promo:
https://t.co/FxARzAb3gg",processa mais q estudante de direito processador amd ryzen g box am cores threadsghzmb cachewraith stealthradeon mamd ryzen ai frete grtis por r no pix ou at x de r sem juros vendido e entregue pela amazon outras opes de produtos em promo,Netral,False,False
2.05455890408476e+18,"Promoções BR do dia 🇧🇷

Treine com conforto 😎💪🧵

Comprar agora: https://t.co/ripbUev0t4

Por R$ 59,99
em até 2x sem juros
Frete Grátis

Sandrini Kit 4 Camisas Dry-fit Masculina UV Academia e Treino

Amazon | Calçados, Roupas e Acessórios https://t.co/GAymSHMtO9",promoes br do dia treine com conforto comprar agora por r em at x sem juros frete grtis sandrini kit camisas dryfit masculina uv academia e treino amazon calados roupas e acessrios,Netral,False,False
2.05455639586998e+18,"🚨 Cupom Amazon Prime APP

-Pode ser usado até 2x

🎟 R$10 OFF em R$100: PRIMEMAIO

✅ Link: https://t.co/DHnQIxSexj

🎁 Ganhe 30 dias de Prime grátis: https://t.co/g5qg4x1giU https://t.co/eGZeRZq3sI",cupom amazon prime app pode ser usado at x r off em r primemaio link ganhe dias de prime grtis,Netral,False,False
2.05455995537445e+18,"Promoções BR do dia 🇧🇷

Garanta seu iPhone 17 🤍📱✨

Ver aqui: https://t.co/j5Q2X6FOGa

Cupom: 300SMART

Por R$ 5.612,50
Frete Grátis

Apple iPhone 17 256GB Branco | Cupom

Amazon | Smartphone https://t.co/m2AjUhbPR3",promoes br do dia garanta seu iphone ver aqui cupom smart por r frete grtis apple iphone gb branco cupom amazon smartphone,Jijik,False,True
2.05455882345766e+18,"Câmera Hori Piranha Plant Para Nintendo Switch 2 (Amazon)

👉 https://t.co/3fHaOwPvNQ
R$ 251,11 em até 6x
Frete Grátis

- Compra internacional com taxas inclusas https://t.co/KjPcyAAuNe",cmera hori piranha plant para nintendo switch amazon r em at x frete grtis compra internacional com taxas inclusas,Jijik,False,True
2.05455025806817e+18,"🔴 Nuevo Limited Gratis en la Experiencia Anime Monster Collector 👾

📈 Stock: 2,000

📝 Mision :

- Atrapa 10 Dripgon en Medium Forest
- Juega durante 3 dias
- Usa la capsule machine 5 veces
- Coloca 3 poster en la pared

➤https://t.co/7Uy9PgCye1
➤https://t.co/xHBtJQjoQ9 https://t.co/VF1Db4SqMk",nuevo limited gratis en la experiencia anime monster collector stock mision atrapa dripgon en medium forest juega durante dias usa la capsule machine veces coloca poster en la pared,Jijik,False,True
2.05455857400989e+18,"Promoções BR do dia 🇧🇷

Sua cozinha high-tech! 😍❄️📱

Abrir: https://t.co/HpN1WuJaPQ

Por R$ 18.999,00
em até 12x sem juros
Frete Grátis

Samsung Geladeira French Door Family Hub AI Bespoke RM90F Branco 543L 127V

Amazon | Geladeiras e Freezers https://t.co/bpRkohRXne",promoes br do dia sua cozinha hightech abrir por r em at x sem juros frete grtis samsung geladeira french door family hub ai bespoke rmf branco l v amazon geladeiras e freezers,Jijik,False,True
2.05455377004694e+18,"Oferta #EsquentaBookFriday

📚 Água viva: Edição comemorativa

💵 R$ 32,72

https://t.co/wd5FTSAPEe
https://t.co/wd5FTSAPEe
https://t.co/wd5FTSAPEe

📚 Teste grátis o Kindle Unlimited:   https://t.co/OFiGEORztx https://t.co/XP8dZbfaD1",oferta gua viva edio comemorativa r teste grtis o kindle unlimited,Marah,False,False
2.05455995313895e+18,"BR Ofertas todos os dias 🇧🇷

Sua cozinha high-tech! 😍❄️📱

Acesse: https://t.co/j1tnH13MCX

Samsung Geladeira French Door Family Hub AI Bespoke RM90F Branco 543L 127V

Por R$ 18.999,00
em até 12x sem juros
Frete Grátis

Amazon | Geladeiras e Freezers https://t.co/UuaW73Onte",br ofertas todos os dias sua cozinha hightech acesse samsung geladeira french door family hub ai bespoke rmf branco l v por r em at x sem juros frete grtis amazon geladeiras e freezers,Jijik,False,True
2.05455672672097e+18,"Els han hagut de treure el petroli que rebien gratis, per tornar-se ecologistes de cop... 😅😅",els han hagut de treure el petroli que rebien gratis per tornarse ecologistes de cop,Netral,False,False
2.05455841464309e+18,"BR Ofertas todos os dias 🇧🇷

🧨 Caiu R$ 184,87 abaixo da média!
📉 Preço bem abaixo do normal

⏳ Pega antes que acabe!

Pegue já: https://t.co/x90y8poQ0Q

Por R$ 925,20
Frete Grátis

Samsung Galaxy A17 5G, 128GB, 4GB RAM, Câmera 50MP, Tela 6.7"", Cinza

Amazon | Smartphone https://t.co/JR4ivgu0WV",br ofertas todos os dias caiu r abaixo da mdia preo bem abaixo do normal pega antes que acabe pegue j por r frete grtis samsung galaxy a g gb gb ram cmera mp tela cinza amazon smartphone,Jijik,False,True
2.05455892312698e+18,"BR Ofertas todos os dias 🇧🇷

🎯 R$ 15,77 abaixo do preço médio
📉 Piso de preço nos últimos dias

⚡ Corre antes que suba!

🔗 https://t.co/D6Cl5IlM1t

Por R$ 429,00
em até 8x sem juros
Frete Grátis

Mimo Style Conjunto de Panelas 10 Peças Indução Cor Creme

Amazon | Panelas e Frigideiras",br ofertas todos os dias r abaixo do preo mdio piso de preo nos ltimos dias corre antes que suba por r em at x sem juros frete grtis mimo style conjunto de panelas peas induo cor creme amazon panelas e frigideiras,Netral,False,False
2.0545571989953e+18,"CORRE CUPOM AMAZON 🚨🚨

🎟️ PRIMEMAIO
R$10 OFF acima de R$100 para membros prime no APP!

👇👇 RESGATE AQUI:
https://t.co/iACvtcTkZI

🎁 30 dias de Prime grátis:
https://t.co/XBRZFQao4l

Pode usar até 2x!!! Testemmm.

#Amazon #Anuncio
 | https://t.co/IoiOyy0PXf https://t.co/7FHRLqWAhU",corre cupom amazon primemaio r off acima de r para membros prime no app resgate aqui dias de prime grtis pode usar at x testemmm,Netral,False,False
2.05455863802755e+18,"Promoções BR do dia 🇧🇷

Garanta já o seu iPhone amarelo! 📱✨ Aproveite!

👉 https://t.co/w2bMbNTK2m

Apple iPhone 15 Plus 256GB Amarelo

Por R$ 8.299,00
em até 12x sem juros
Frete Grátis

Amazon | Smartphone https://t.co/Vv0ZBsbbKT",promoes br do dia garanta j o seu iphone amarelo aproveite apple iphone plus gb amarelo por r em at x sem juros frete grtis amazon smartphone,Netral,False,False
2.05455986592252e+18,"BR Ofertas todos os dias 🇧🇷

Descubra o poder em suas mãos! 🚀📱✨

Acesse: https://t.co/yQlpcMEv2M

Apple iPad Pro 13″ 2025 Wi-Fi + Cellular 1 TB Preto Sideral

Por R$ 26.799,00
em até 10x sem juros
Frete Grátis

Amazon | Tablet https://t.co/zDUALlo8y4",br ofertas todos os dias descubra o poder em suas mos acesse apple ipad pro wifi cellular tb preto sideral por r em at x sem juros frete grtis amazon tablet,Netral,False,False
2.05455766870712e+18,"Promoções BR do dia 🇧🇷

⚠️ Oferta forte: R$ 116,17 off
📊 Melhor faixa de preço recente

🛒 Se curtir, garanta já

Ver aqui: https://t.co/4K6mcscPfn

Por R$ 785,00
em até 10x sem juros
Frete Grátis

Monitor Acer CB242Y 23.8"" LED IPS 120Hz PCR 85% Adaptive-Sync Pivô Energy Star

Amazon | Monitor",promoes br do dia oferta forte r off melhor faixa de preo recente se curtir garanta j ver aqui por r em at x sem juros frete grtis monitor acer cby led ips hz pcr adaptivesync piv energy star amazon monitor,Jijik,False,True
2.05455773199072e+18,"Promoções BR do dia 🇧🇷

📉 Desceu forte: R$ 103,44 abaixo da média
✅ Bom momento pra comprar

🔥 Aproveita enquanto tá assim

Comprar agora: https://t.co/FN8yRi6PNC

Por R$ 709,99
Frete Grátis

AMD Ryzen 5 8500G Processador 3.5GHz 5.0GHz Turbo 22MB Cache AM5 100-100000931BOX

Amazon | Processador",promoes br do dia desceu forte r abaixo da mdia bom momento pra comprar aproveita enquanto t assim comprar agora por r frete grtis amd ryzen g processador ghz ghz turbo mb cache am box amazon processador,Netral,False,False
2.05455355984135e+18,"Joki skripsi / joki infografis / joki murah / joki poster murah / joki skripsi murah / joki tugas akhir / joki poster infografis

Joki poster murah / joki poster infografis. Gratis konsultasi dulu hanya di joki tugas terpercaya @Like4star ✅
#zonauang #jokitugas #jokiskripsi https://t.co/4cJXsaGbjQ",joki skripsi joki infografis joki murah joki poster murah joki skripsi murah joki tugas akhir joki poster infografis joki poster murah joki poster infografis gratis konsultasi dulu hanya di joki tugas terpercaya,Jijik,False,True
2.05455364316087e+18,Tutto gratis 😂😂😂 https://t.co/OV8TeHpxTz,tutto gratis,Percaya,False,False
2.05455850662421e+18,"Promoções BR do dia 🇧🇷

Descubra o poder em suas mãos! 🚀📱✨

👉 https://t.co/anmptfTm8C

Apple iPad Pro 13″ 2025 Wi-Fi + Cellular 1 TB Preto Sideral

Por R$ 26.799,00
em até 10x sem juros
Frete Grátis

Amazon | Tablet https://t.co/xNIfxj6KKp",promoes br do dia descubra o poder em suas mos apple ipad pro wifi cellular tb preto sideral por r em at x sem juros frete grtis amazon tablet,Netral,False,False
2.05455908458669e+18,"🚨CORRE 5,59 CADA PACOTINHO DA COPA
📢Kit Com 48 Pacotes de Figurinhas Panini Para o Álbum Copa do Mundo FIFA 2026 + Frete Grátis 
👉 https://t.co/SLHYCcSqTE
🏷️ USE O CUPOM: MELIFIGURINHA
🔥 Por R$268,46  
🤏🏽 Ou em até 12x R$26,26
(Loja MercadoLíder Platinum) https://t.co/7iDZz4xFU6",corre cada pacotinho da copa kit com pacotes de figurinhas panini para o lbum copa do mundo fifa frete grtis use o cupom melifigurinha por r ou em at x r loja mercadolder platinum,Netral,False,False
2.05455511799982e+18,"🚨 DIZEM QUE O JOÃO APARECE AÍ...(MAIOR GAMER EX-CARECA)
📢 Guinness World Records Edição Gamer 2026 + Frete Grátis 
👉 https://t.co/57PPaMTRMO
🔥 Por R$85,92
🤏🏽 Ou em até 12x R$7,94
(Vendido e Entregue pela Amazon)

💡Outras opções de produtos em promo:
https://t.co/ROgExdJZBF https://t.co/awmDzcbhFZ",dizem que o joo aparece amaior gamer excareca guinness world records edio gamer frete grtis por r ou em at x r vendido e entregue pela amazon outras opes de produtos em promo,Netral,False,False
2.05455293879048e+18,"📢Curso de Derecho Penal Operativo #online 
Uno de los 🔝de @Todopolicia 
🆓Gratis para la afiliación y nuevos policías
✅Herramientas para el trabajo diario
#SUPLíderEnFormación
Inicio: 8 de junio de 2026
Inscripciones del 18 al 30 de mayo ⤵️
https://t.co/x4DJsOjbtS https://t.co/SKxStZTwuH",curso de derecho penal operativo uno de los de gratis para la afiliacin y nuevos policas herramientas para el trabajo diario inicio de junio de inscripciones del al de mayo,Netral,False,False
2.05455810232263e+18,"Ya llegué!! 😎😛

Debido a la inflación, favor de agregar un cero al final de cada precio.

Las mentadas sí son gratis 😜 https://t.co/um9NQcnB28",ya llegu debido a la inflacin favor de agregar un cero al final de cada precio las mentadas s son gratis,Netral,False,False
2.05455168231542e+18,"“Paralizar”?

Pero @VOXBurgosAyto se entera de algo⁉️

Las piscinas no se pueden abrir mientras no se hagan las obras 🚧 

Unos pidiendo paralizar obras y otros no apoyando los autobuses gratis, esa es la oposición.",paralizar pero se entera de algo las piscinas no se pueden abrir mientras no se hagan las obras unos pidiendo paralizar obras y otros no apoyando los autobuses gratis esa es la oposicin,Netral,False,False
2.05454948355659e+18,"Instalasi air PAM Jaya di depan PGC bikin lalu lintas terganggu dan menuai keluhan. Setelah permintaan maaf disampaikan, komentar netizen malah ramai: “Kalau airnya gratis sih gapapa…” hingga sindiran soal mahalnya biaya langganan.

Menurut kamu, warga harus lebih maklum atau kritik netizen ada benarnya? 👇

#inflowdaily #jakarta #pamjaya #netizen #viral",instalasi air pam jaya di depan pgc bikin lalu lintas terganggu dan menuai keluhan setelah permintaan maaf disampaikan komentar netizen malah ramai kalau airnya gratis sih gapapa hingga sindiran soal mahalnya biaya langganan menurut kamu warga harus lebih maklum atau kritik netizen ada benarnya,Jijik,False,True
2.05455824817537e+18,"🔴🏛️ #Cultura | Rosario celebra el Día de los Museos el domingo 17/5: entrada gratis, recorridos, talleres y propuestas para toda la familia de 10 a 19 h.

🔗 Mas Info 👉 https://t.co/6ItUgXUMok

#DZ #Rosario #DíaDeLosMuseos #Cultura #MuseosRosario #FinDeSemana #ArteParaTodos https://t.co/J555QRsBuN",rosario celebra el da de los museos el domingo entrada gratis recorridos talleres y propuestas para toda la familia de a h mas info,Netral,False,False
2.05455978318158e+18,"BR Ofertas todos os dias 🇧🇷

Explore o poder máximo da criatividade! 🚀📱✨

Pegue já: https://t.co/b28POCF7fV

Apple iPad Pro 12,9"" Wi-Fi + Cellular 2 TB Prateado

Por R$ 29.999,00
em até 10x sem juros
Frete Grátis

Amazon | Tablet https://t.co/Cexft4DpY4",br ofertas todos os dias explore o poder mximo da criatividade pegue j apple ipad pro wifi cellular tb prateado por r em at x sem juros frete grtis amazon tablet,Netral,False,False
2.05455091151999e+18,"Bersiaplah, SHAWOL! 💙

Akhirnya SHINee bakalan comeback dengan 6th Mini Album 'Atmos' tanggal 1 Juni mendatang!💫

Kamu juga bisa merayakan comeback idol favoritmu dengan membuat frame fanbase spesial di Selfie Time secara gratis! 💕

#selfietimeid #SHINee #Atmos #SHINee_Atmos https://t.co/87PygITydB",bersiaplah shawol akhirnya shinee bakalan comeback dengan th mini album atmos tanggal juni mendatang kamu juga bisa merayakan comeback idol favoritmu dengan membuat frame fanbase spesial di selfie time secara gratis,Jijik,False,True
2.05455708145422e+18,"Promoções BR do dia 🇧🇷

🚨 Tá 302,90 abaixo da média
📌 Preço fora do padrão hoje

⏱️ Pode acabar a qualquer hora

Comprar agora: https://t.co/dQWjxLoNht

Por R$ 3.149,00
Frete Grátis

Apple iPhone 16e 128GB Branco | Cupom

Cupom: 300SMART

Amazon | Smartphone https://t.co/M5ldmY1NJP",promoes br do dia t abaixo da mdia preo fora do padro hoje pode acabar a qualquer hora comprar agora por r frete grtis apple iphone e gb branco cupom cupom smart amazon smartphone,Netral,False,False
2.05455317138981e+18,"#TheMandalorian #StarWars
Vaso licenciado
Pídelo 👉 https://t.co/ph0HJGtGju
WhatsApp 994094084
Delivery 🏍 Gratis en San Borja
Síguenos para ver lindos 🎁
Creare #Regalos Personalizados y Temáticos
https://t.co/4bVIwk7zgb
Ig creare_ideas
Tiktok creare.ideas
#Mandalorian https://t.co/kBmD8JyUfJ",vaso licenciado pdelo whatsapp delivery gratis en san borja sguenos para ver lindos creare personalizados y temticos ig creareideas tiktok creareideas,Netral,False,False
2.05455452658614e+18,"chicxs que hago, ""no me quiero gastar dinero en un juego que es gratis""😭 https://t.co/LKRlqRoXuO",chicxs que hago no me quiero gastar dinero en un juego que es gratis,Netral,False,False
2.05455719849621e+18,"BR Ofertas todos os dias 🇧🇷

✅ Abaixo da média: -R$ 1.476,89
📉 Melhor janela de preço agora

⚡ Vale correr!

Confira: https://t.co/LIwnFiAj50

Por R$ 6.849,10
Frete Grátis

Apple iPhone 17, 512 GB, Cor Sálvia | Cupom

Cupom: 300SMART

Amazon | Smartphone https://t.co/Xl4P5eXnAC",br ofertas todos os dias abaixo da mdia r melhor janela de preo agora vale correr confira por r frete grtis apple iphone gb cor slvia cupom cupom smart amazon smartphone,Jijik,False,True
2.05455206228581e+18,"Livros Guinness World Records Edição Gamer - Capa dura - (Amazon)

Ed 2025
👉 https://t.co/Mf4Y3dqINC
R$ 69,10 à vista
Frete Grátis Prime

Ed 2026
👉 https://t.co/kTvjiMYuKX
R$ 85,92  à vista
Frete Grátis Prime https://t.co/LtkvNJBhgC",livros guinness world records edio gamer capa dura amazon ed r vista frete grtis prime ed r vista frete grtis prime,Jijik,False,True
2.05454548802046e+18,"LIMPEZA AUTOMÁTICA: WAP W90 3 EM 1

de 599,90
por 294,90 (50% OFF)

🤖 Deixe a limpeza para ele. Robô aspirador WAP W90 aspira, varre e passa pano sozinho. Chega amanhã grátis!

👉 https://t.co/sMjBLEmUQa https://t.co/4FejtGyA9u",limpeza automtica wap w em de por off deixe a limpeza para ele rob aspirador wap w aspira varre e passa pano sozinho chega amanh grtis,Netral,False,False
2.05455727398525e+18,"Promoções BR do dia 🇧🇷

⚠️ Oferta forte: R$ 398,88 off
📊 Melhor faixa de preço recente

🛒 Se curtir, garanta já

Abrir: https://t.co/CDwtLL85th

Por R$ 19.889,09
Frete Grátis

Apple iPad Pro 11″ 2025 Wi-Fi + Cellular 1TB Prateado (M5)

Amazon | Tablet https://t.co/NxQLzNhSmT",promoes br do dia oferta forte r off melhor faixa de preo recente se curtir garanta j abrir por r frete grtis apple ipad pro wifi cellular tb prateado m amazon tablet,Netral,False,False
2.05455668581385e+18,"BR Ofertas todos os dias 🇧🇷

Capture vídeos incríveis com estabilidade total! 🎥✨📱

Confira: https://t.co/TvTULi5NUf

Por R$ 700,00
Frete Grátis

DJI Osmo Mobile SE Estabilizador Gimbal para Smartphones DJI109

Amazon | Gimbals e Estabilizadores https://t.co/YNn5AfGOAe",br ofertas todos os dias capture vdeos incrveis com estabilidade total confira por r frete grtis dji osmo mobile se estabilizador gimbal para smartphones dji amazon gimbals e estabilizadores,Netral,False,False
2.05454826320681e+18,"📘 Conoce las modificatorias del sistema de licencias de conducir por puntos y fortalece tus conocimientos en seguridad vial, totalmente gratis. 

📲 Accede a la escuela virtual aquí:
https://t.co/LzknRLELam https://t.co/c7bPVpawNj",conoce las modificatorias del sistema de licencias de conducir por puntos y fortalece tus conocimientos en seguridad vial totalmente gratis accede a la escuela virtual aqu,Netral,False,False
2.05454843781574e+18,"📰 Ya está disponible el periódico de mayo de https://t.co/snWuvr6yJm.

📍 Lo puedes encontrar gratis en más de 100 puntos de distribución de Alcorcón, como Metro, Renfe, comercios y espacios públicos.

📲 Y también puedes leerlo online en nuestra web.

#alcorcón #alcorcon #alcorconhoy #noticias #periodico",ya est disponible el peridico de mayo de lo puedes encontrar gratis en ms de puntos de distribucin de alcorcn como metro renfe comercios y espacios pblicos y tambin puedes leerlo online en nuestra web,Netral,False,False
2.05455307557512e+18,"🚨O FAMOSO RAY-BAN DO DURO
📢Óculos De Sol Hexagonal Premium Proteção Uv400 Flexivel Moda Vintage Kit Case Brinde Tendencia Cacife Brand Acetato Italiano + Frete Grátis 
👉 https://t.co/e9JbqMA9c6
🏷️ USE O CUPOM: CUPOMPRAMODA
🔥De R$139,90 Por R$57,39  
(Loja MercadoLíder Platinum)",o famoso rayban do duro culos de sol hexagonal premium proteo uv flexivel moda vintage kit case brinde tendencia cacife brand acetato italiano frete grtis use o cupom cupompramoda de r por r loja mercadolder platinum,Jijik,False,True
2.05455702513721e+18,"BR Ofertas todos os dias 🇧🇷

Cozinhe com estilo e praticidade! 🍳✨🔥

Pegue já: https://t.co/KlxstbcE5j

Por R$ 439,91
em até 8x sem juros
Frete Grátis

Cupom: PRIMEMAIO

Tramontina Jogo de Panelas Sicília 5 Peças Alumínio Cinza | Cupom

Amazon | Panelas e Frigideiras https://t.co/upzvI0dT4i",br ofertas todos os dias cozinhe com estilo e praticidade pegue j por r em at x sem juros frete grtis cupom primemaio tramontina jogo de panelas siclia peas alumnio cinza cupom amazon panelas e frigideiras,Netral,False,False
2.05455270438757e+18,"🚨 MIZUNO PRA SUA CORRIDA
📢 Tênis De Corrida Mizuno Oracle + Frete Grátis
👉 https://t.co/vuJMUtczNF
🏷️ USE O CUPOM: CUPOMPRAMODA ou DESCONTOSML
🔥 Por R$265,99 No Pix
 🤏🏽 Ou em até 6x R$46,67 SEM JUROS
(Loja Oficial Mizuno) https://t.co/lBhw4ZTdKL",mizuno pra sua corrida tnis de corrida mizuno oracle frete grtis use o cupom cupompramoda ou descontosml por r no pix ou em at x r sem juros loja oficial mizuno,Netral,False,False
2.05454795502198e+18,"📦 Frete Grátis todo o Brasil
Relógio Casio G-shock Masculino Digital Dw-5600uhr-1dr
🔥 R$ 252 no Pix ➡️ Use o cupom: ESTILOML
🛒 https://t.co/1X9SX9xe7H https://t.co/wo5nHI9ucp",frete grtis todo o brasil relgio casio gshock masculino digital dwuhrdr r no pix use o cupom estiloml,Marah,False,False
2.05454787258292e+18,"🎂 Dulce apertura: 10 años de tarta de cumpleaños gratis en un nuevo local en Vigo

La inauguración será este jueves 14 de mayo de 17.00 a 20.00 de la tarde https://t.co/RA7pNEXuVx",dulce apertura aos de tarta de cumpleaos gratis en un nuevo local en vigo la inauguracin ser este jueves de mayo de a de la tarde,Netral,False,False
2.05454905734794e+18,"Oferta #EsquentaBookFriday

📚 Novembro, 9

💵 R$ 25,74

https://t.co/mErZZc08IX
https://t.co/mErZZc08IX
https://t.co/mErZZc08IX

📚 Teste grátis o Kindle Unlimited:   https://t.co/OFiGEORztx https://t.co/umoF9yIZMY",oferta novembro r teste grtis o kindle unlimited,Marah,False,False
2.05455625732798e+18,"BR Ofertas todos os dias 🇧🇷

🎯 R$ 129,66 abaixo do preço médio
📉 Piso de preço nos últimos dias

⚡ Corre antes que suba!

Confira: https://t.co/GnGFVN4tpr

Por R$ 809,00
Frete Grátis

Samsung Galaxy A17, 128GB, 4GB RAM, Câmera 50MP, Tela 6.7"" IP54, Preto

Amazon | Smartphone https://t.co/Pp0lB9jZzq",br ofertas todos os dias r abaixo do preo mdio piso de preo nos ltimos dias corre antes que suba confira por r frete grtis samsung galaxy a gb gb ram cmera mp tela ip preto amazon smartphone,Netral,False,False
